slug,aroma,acid_or_milk,body,flavor,type_with_milk,clean_text,roast_dark,roast_light,roast_medium,roast_medium_dark,roast_medium_light,roast_very_dark,roast_nan,region_africa_arabia,region_caribbean,region_central_america,region_hawaii,region_asia_pacific,region_south_america,type_espresso,type_organic,type_fair_trade,type_decaffeinated,type_pod_capsule,type_blend,type_estate,type_with_milk
single-origin-espresso-medium-roast,9.0,8.0,8.0,8.0,1,evalu espresso richli sweet roast tone dark chocol scorch cedar lili almond ripe apricot aroma small creami leanish bodi rather dri finish show pleas chocol note short consolid scorch cedar almond longa roast domin rich quietli complex singl origin espresso thailand enjoy dark roast coffe maintain sweet charact,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
ulos-batak-sumatra-peaberry-3,10.0,9.0,9.0,10.0,0,intens rich complex vast plumeria chocol fudg white grapefruit periqu ferment pipe tobacco white truffl aroma juici bright acid plush syrupi mouthfeel reson flavor satur finish long balanc reiter tendenc sweet plumeria chocol tart white grapefruit savori pipe tobacco truffl exquisit experi sumatra coffe exot deepli sweet umami rich,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
bernachon-high-level-espresso,9.0,9.0,9.0,9.0,1,evalu espresso intens sweet richli tart dri apricot grapefruit zest dark chocol lilac like flower tamarind aroma small full syrupi mouthfeel focus finish concentr around dri apricot tamarind short dark chocol long part milk chocol note bloom alongsid sweetli tart hint tamarind big express sweet tart espresso blend quit chocolati milk,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
bernachon-mb-espresso,9.0,9.0,8.0,9.0,1,evalu espresso delic sweetli tart dark chocol blood orang zest rhododendron dri peach pink peppercorn aroma small full satini mouthfeel cocoa tone finish floral short sweetli spici long flavor satur part milk peach dark chocol pink peppercorn harmon eleg balanc complex layer chocol spice tone espresso blend particularli appeal milk,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
bernachon-zg-espresso,9.0,7.0,8.0,9.0,1,evalu espresso richli sweet wood tone almond brittl baker chocol cedar candi kumquat narcissu aroma small lean though satini bodi flavor satur short finish consolid gentli dri long note candi citru baker chocol part milk citru tone turn bit sharp though pleas chocol note persist boldli aromat espresso blend citru tone chocol throughlin,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
bernachon-classic-espresso,8.0,8.0,8.0,8.0,1,evalu espresso sweet wood frame fresh cut fir bake appl cocoa raisin lili aroma small satini mouthfeel finish lead raisin lili short consolid cocoa tone fir long part milk aromat wood note highlight hint cocoa dri fruit straightforward access inexpens espresso blend,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
mora-negra-geisha-hartmann-farm,9.0,9.0,9.0,9.0,0,deepli rich intric compos raspberri jam peppermint lilac fine musk roast cacao nib aroma gentl sweet acid plush satini mouthfeel delic reson finish redol cocoa tone peppermint richli dri invitingli sweet eleg natur process rendit classic gesha note floral tone musk cocoa reveal complex layer,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
gori-gesha-forest-g1,9.0,9.0,9.0,9.0,0,deepli sweet intens spice tone aromat orchid spice box watermelon pink peppercorn baker chocol aroma vibrantli sweet tart balanc acid full syrupi mouthfeel reson short finish center around watermelon chocol surpris note tropic coconut surfac long bold sweetli spice tone natur process gesha ethiopia origin famou still rare coffe varieti,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
sumatra-wahana-estate,9.0,8.0,9.0,9.0,0,deepli sweetli pungent floral tone narcissu nougat sandalwood grapefruit zest moist freshli fallen leav aroma crisp sweet tart acid plush syrupi mouthfeel deep savori edg finish conjur fine sandalwood incens sweet floral underton big reson sweetli earth tone floral sumatra coffe,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
thai-single-origin-natural-processed-espresso-blend,9.0,8.0,9.0,9.0,1,evalu espresso fruit tone chocolati ripe blueberri dark chocol spice rum walnut lili aroma small syrupi though dri mouthfeel bittersweet finish display pleas chocol note short consolid gentli dri walnut like tone long balanc part milk hint blueberri return richli dri chocol nut tone persist natur process espresso appeal enjoy lush sweet fruit ferment frame chocol dri nut,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
thai-single-origin-honey-processed-espresso-blend,8.0,9.0,8.0,9.0,1,evalu espresso balanc richli sweet dark chocol cedar pomegran hazelnut rhododendron like flower aroma small satini smooth mouthfeel pomegran dark chocol reson deep finish flavor satur part milk chocol tart fruit note amplifi hazelnut vanilla like floral note reviv invitingli crisp brightli sweet tart espresso impress chocolati floral tone milk,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1
thai-single-origin-a4a4-5a5-espresso-blend,8.0,8.0,8.0,9.0,1,evalu espresso sweetli roundli tart dark chocol mapl syrup cedar magnolia ripe banana aroma small delic tart velveti bodi crisp finish balanc fruit floral note carri pleas clariti part milk crispli sweet tart fruit floral tone espresso blend,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
thai-single-origin-a4a5-espresso-blend,8.0,8.0,8.0,8.0,1,evalu espresso mild sweetli crisp carob orang zest gentli scorch oak raisin lili aroma small lightli syrupi mouthfeel balanc finish redol carob aromat wood note gentli dri part milk hint sweet floral tone pleasantli dri access balanc espresso,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
ethiopia-banko-dhadhato,9.0,8.0,8.0,9.0,0,delic richli sweet balanc lemon verbena myrrh honeysuckl spearmint roast cacao nib aroma crispli juici sweetli tart acid satini mouthfeel gentli dri flavor satur finish reson citru sweet herb envelop cocoa tone impress citru sweet spice tone yirgacheff impress certifi organ fair trade,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
ethiopia-hambela-grade-1-natural,9.0,8.0,8.0,9.0,0,sweetli tart spice tone appl blossom almond kiwi roast cacao nib fresh cut cedar aroma crisp citru like acid delic silki mouthfeel gentli dri finish lead kiwi cocoa note short consolid spici aromat wood tone long invit access natur process ethiopia crisp sweet tart delic,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ethiopia-natural-hambela-buku,9.0,8.0,9.0,9.0,0,profoundli sweet richli compos dri mulberri myrrh roast cacao nib grapefruit zest wisteria aroma crisp bright acid plush velveti mouthfeel floral tone finish reson note wisteria cocoa myrrh intric layer elegantli rich natur process ethiopia,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
panama-camilina-natural-geisha,9.0,8.0,9.0,9.0,0,deepli rich enticingli sweet butterscotch peach narcissu almond grapefruit zest aroma juici vibrant acid full velveti mouthfeel flavor carri reson flavor satur short finish consolid around butterscotch note long love natur process gesha highli regard farm eleg live flavor laden,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
kenya-nyeri-thageini-peaberry,9.0,9.0,8.0,9.0,0,delic rich gentli sweetli bright dark chocol peach blood orang zest lilac like flower pungent hint junip berri aroma crisp light foot acid smooth satini mouthfeel peach chocol flower carri deepli flavor satur finish unusu gentl yet fulli express variat kenya theme lush berryish sweet fuse crispli savori grace sweet soft live acid make access kenya cup time,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
house-blend-1,9.0,8.0,9.0,8.0,0,sweetli pungent richli earth tone baker chocol black cherri moist pipe tobacco pistachio butter lili aroma low tone background acid velveti smooth mouthfeel nut driven finish redol black cherri short pipe tobacco long sweet tone blend carri note ripe fruit rich nut butter,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
los-popitos-honduras,8.0,8.0,8.0,9.0,0,pungent sweetli wood nut tone fresh cut cedar baker chocol cashew orang zest aroma round background acid syrupi mouthfeel simpl sweet reson finish unconvent rather origin woodi yet sweet engag crisp nut baker chocol note,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
no-5-espresso-blend,9.0,8.0,8.0,8.0,1,evalu espresso savori sweet chocolati butteri dark chocol apricot cedar orang zest hint anis aroma small lightli syrupi mouthfeel chocolati though bit salti finish blossom soften nice part milk apricot chocol appeal blend valu savori salti chocol straight shot soften sweeten cappuccino scale milk,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
hawaii-kilauea-volcano-nano-lot,9.0,9.0,9.0,10.0,0,lush deepli sweet richli savori plumeria red currant lime zest frankincens roast cacao nib aroma bright juici acid full syrupi mouthfeel sweetli tart reson finish flavor satur note short finish carri far long extraordinari coffe limit avail exot aromat balanc uniqu compos,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
ethiopia-charbanta-natural,9.0,9.0,9.0,9.0,0,delic lush deepli sweet blueberri bergamot wisteria chocol fudg hint whiski aroma bright live acid syrupi buoyant mouthfeel reson flavor satur finish carri promis includ suggest highland scotch whiski discreet touch eleg fruit tone sweet ferment excit natur yirgacheff classic brightli sweet structur exot lush complex detail,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
panama-don-julian-pacamara,9.0,9.0,9.0,9.0,0,deepli sweet richli savori butterscotch lavend tamarind roast cacao nib mango aroma big juici acid viscou velveti mouthfeel addit reson butterscotch lavend tone short finish long introduc appeal coconut note pacamara steroid best possibl sens butterscotch lavend particular,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
esmeralda-noria-natural,9.0,9.0,9.0,9.0,0,express balanc richli sweet lemon blossom baker chocol cashew butter age tequila tea rose aroma vibrant balanc acid satini smooth mouthfeel lemon blossom cashew butter carri short finish note age tequila suggest refin sweet ferment return long envelop baker chocol costli rare prestigi gift coffe lover valu intric yet eleg natur process gesha,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
miami-winter-holiday-blend,9.0,8.0,9.0,9.0,0,crispli bright resonantli sweet candi orang zest nougat sandalwood vanilla pineappl guava aroma bright juici acid delic billowi mouthfeel candi orang zest lead note flavor satur short finish pineappl guava sandalwood whisper vanilla reson long loveliest blend test distinguish rich aromat appeal tropic flavor note,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
duncan-estate-panamanian-gesha,9.0,8.0,9.0,9.0,0,delic high tone sweetli tart lemon verbena toffe pomegran dark chocol lavend aroma vibrantli tart acid silki smooth mouthfeel quietli express finish center around crisp lemon verbena note hint spici lavend pretti citru tone gesha packag holiday reusabl glass jar organ,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
ethiopia-limu,9.0,8.0,9.0,9.0,0,delic intric rich jasmin sandalwood lyche roast cacao nib orang zest aroma sweetli tart acid silki smooth mouthfeel aromat wood frame finish crisp short round cocoa tone long love balanc natur process ethiopia limu grow area less known icon yirgacheff sidamo region,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
el-burro-geisha-washed-tachi,9.0,8.0,9.0,9.0,0,bold sweetli spice tone molass hazelnut cedar persimmon orang blossom aroma mild balanc acid plush creami mouthfeel gentli dri finish offer note cedar orang blossom short consolid hazelnut long unusu gesha nut tone floral hearti rather delic like particularli appeal prefer slightli darker roast present celebr coffe varieti,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
sweet-holiday-blend,9.0,8.0,8.0,9.0,0,delic rich crisp balanc dri apricot baker chocol rhododendron orang zest cinnamon aroma live juici acid velveti mouthfeel cinnamon like spice lead short finish dri fruit vanilla like flower reson long classic coffe blend sweet rich packag hand print bag featur local art seri red rooster special advent calendar coffe releas,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
kahiko-holiday-coffee,9.0,8.0,9.0,9.0,0,intens deepli aromat richli sweet dark chocol scorch lemon zest rose passion fruit vanilla aroma engag fruit tone acid syrupi mouthfeel crisp finish consolid cocoa tone passion fruit continu appeal note lemon zest classic reviv origin kona strain typica sweet tart fruit note rich chocol floral limit avail,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gigisa-ethiopia,9.0,8.0,9.0,9.0,0,sweetli richli spici mango chutney baker chocol freesia tamarind cumin aroma juici sweet tart acid satini smooth mouthfeel clean resound finish laden floral chocol note intrigu hint cumin spice tone natur process ethiopia packag apothecari bottl vitamin might suggest health benefit good coffe,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
poinsettia-blend,9.0,8.0,8.0,9.0,0,sweetli pungent rich tone apricot pipe tobacco narcissu dark chocol pink peppercorn aroma gentl round acid plush satini mouthfeel flavor satur finish open spici chocol tone short follow intim deep pipe tobacco sweet narcissu long compel holiday blend name popular winter season flower sweet spici richli floral,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
the-jungle,9.0,10.0,8.0,9.0,1,evalu espresso deepli rich intric aromat sandalwood tangerin zest baker chocol ripe plum wisteria aroma small delic silki mouthfeel floral tone zesti slightli dri finish soften bloom vast flavor satur eleg part milk chocol plum flower pleasingli crisp complex straight shot particularli impress cappuccino scale milk shot blossom vibrantli without lose complex,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
natural-brazil-hat-magic-phoenix-special,9.0,8.0,9.0,9.0,1,evalu espresso rich deep roundli spici particularli aromat cedar plu caramel almond butter peach rose like flower aroma small full velveti mouthfeel flavor consolid around cedar tone chocol reson finish crisp delic part milk continu cedar chocol particularli deep balanc straight shot access satisfi reson,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
ethiopia-yirgacheffe-natural-celinga-foge-grade-1,9.0,8.0,8.0,9.0,0,intens floral cocoa tone honeysuckl pineappl guava orang zest roast cacao nib sandalwood deep complexli express acid syrupi mouthfeel reson finish consolid around guava zesti orang note big reson dri fruit yirgacheff brightli fruit tone lushli floral,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
costa-rica-las-lajas-alma-negra,8.0,8.0,8.0,8.0,0,brisk cideri appl cider fresh cut fir caramel mint hint hop flower aroma round brisk acid full syrupi mouthfeel remain crisp sweeten brighten appl fir domin finish discreet ferment turn fruit toward cider crisp natur process costa rica,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
colombian-4,8.0,8.0,8.0,8.0,0,richli roundli roast tone plum baker chocol lightli scorch cedar vanilla hint flower aroma roast round acid lightli syrupi mouthfeel vanilla chocol carri roasti sweet finish impress dark roast round balanc chocol plum tone,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
costa-rica-medium-roast,7.0,8.0,8.0,8.0,0,softli roast tone quietli chocolati chocol raisin almond scorch fir hint violet like flower aroma roast mute acid lightli syrupi mouthfeel sweetli chocolati short finish fade bit long soft quiet spoken darker roast gentli chocolati raisin tone,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
christmas-blend-5,8.0,8.0,8.0,8.0,0,rich roast round almond dark chocol strawberri guava rhododendron like flower orang zest aroma mild sweet tone acid plush syrupi mouthfeel chocol frame finish quietli reson deepli sweet continu hint flower solid blend holiday appeal nut tone chocol vanilla like floral,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ethiopia-yirgacheffe-23,9.0,8.0,9.0,9.0,0,delic vibrantli sweet hibiscu roast cocoa nib dri mulberri frankincens candi orang zest aroma bright juici tart acid satini smooth mouthfeel rich tone layer finish dri mulberri note short cocoa tone hibiscu long crisp delic tartli floral tone coffe particularli intrigu berri citru suggest,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
panama-santa-teresa-natural-2,9.0,8.0,9.0,9.0,0,fruit forward spici sweet ripe peach pink peppercorn lilac chocol fudg almond aroma gentl round acid velveti mouthfeel sweet tone finish resonantli floral tone support note fruit chocol intens balanc natur process panama coffe fruit driven deepli floral,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
light-roast-2,9.0,8.0,8.0,9.0,0,deepli sweet balanc honey peach lavend almond baker chocol aroma gentl background acid full silki mouthfeel gentli dri finish crispli sweet redol nut tone honey appeal coffe appreci crisp fruit chocolati subtli floral,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
ethiopia-washed-yirgacheffe-paradise-espresso,9.0,9.0,9.0,9.0,1,evalu espresso sweetli rich chocolati chocol fudg myrrh sandalwood frangipan lavend aroma small full fudg like bodi lavend sandalwood inflect finish also deepli chocolati reson sweet sweet savori enticingli balanc part milk big round intens floral chocol driven yirgacheff espresso,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
taiwan-taiwu-pingtung-natural-typica,9.0,8.0,9.0,9.0,1,evalu espresso crisp intens sweet balanc jasmin tangerin cedar baker chocol almond aroma small plush syrupi bodi richli dri sweet finish consolid almond fruit tone chocol almond chocol carri brightli part milk crisp citru tone chocolati espresso engag stori origin particularli fine straight shot,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1
velvet-fog,9.0,8.0,8.0,9.0,0,roast tone sweetli spici apricot cedar scorch lemon zest dark chocol black peppercorn aroma briskli sweet acid satini mouthfeel crisp dri finish center cedar tone chocol note hint black peppercorn good choic appreci tact dark roast blend maintain fruit chocol note throughout profil support deep spice tone,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
costa-rica-las-lajas-red-honey-2,8.0,8.0,8.0,8.0,0,bold caramel tone caramel baker chocol cedar black cherri magnolia aroma round gentl acid lean satini mouthfeel gentli dri finish wood frame sweet note caramel chocol sweetli crisp access honey process costa rica,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
thanksgiving-blend,8.0,8.0,8.0,8.0,0,sweetli roast tone chocolati dark chocol gentli scorch oak cashew lili like flower dri appl aroma gentl background acid velveti smooth mouthfeel rich gentli dri finish laden chocol tone short smoki oak sweet flower long fine holiday blend favor darker roast coffe gentl acid rich chocol note,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
kenya-lenana,9.0,8.0,9.0,9.0,0,sweetli tart deepli floral honeysuckl mango sarsparilla butterscotch pipe tobacco aroma juici buoyantli tart acid full syrupi mouthfeel quietli reson finish center around sarsparilla butterscotch reminisc part sophist essenc root beer float attract kenya deep sweet richli smooth,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
selected-espresso-blend,8.0,8.0,8.0,8.0,1,evalu espresso sweet gentli spici pungent hazelnut apricot lili like flower fresh cut fir hint frankincens aroma small velveti mouthfeel fir suggest chocol anim quiet sweet tone finish fir nut tone chocol domin part milk solid quietli complex espresso anim sweet aromat wood background chocol,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
mini-washed-yirgacheffe,9.0,9.0,9.0,9.0,1,evalu espresso exuber vibrantli compos butteri chocol wisteria blood orang zest almond pineappl guava aroma small creami smooth mouthfeel rich finish flower forward chocolati precis clariti continu impress part milk sweeten chocol note round bright fruit tone exhilar singl origin yirgacheff espresso classic balanc richli sweet eleg engag,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
toarco-jaya-sulawesi,9.0,8.0,9.0,9.0,0,lusciou sweetli savori candi yam sarsaparilla baker chocol rhododendron like flower pomegran aroma round balanc acid full syrupi mouthfeel cleanli reson finish carri sarsaparilla sweet yam note invitingli juici yet intriguingli sweet savori sulawesi coffe,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
kenya-guama-peaberry,10.0,9.0,9.0,10.0,0,lusciou deepli sweet sumptuou blackberri lavend marjoram roast cacao nib grapefruit zest aroma rich juici acid smooth syrupi mouthfeel long flavor satur finish zesti sweet offer surpris appear tropic fruit note coconut reson long exuber express classic kenya sweetli pungent deepli rich laden berri spici floral suggest throughout,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
sumatra-tano-batak-4,9.0,9.0,9.0,9.0,0,deepli rich sweetli tart pink grapefruit zest pipe tobacco hazelnut pineappl lantana aroma crisp juici acid full syrupi mouthfeel flavor satur finish lead rich note floral tone pipe tobacco short hazelnut pineappl long deepli aromat invitingli tart wet hull sumatra characterist note sweet pipe tobacco rich tropic fruit tone,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
los-congos-pacamara-natural,9.0,8.0,9.0,9.0,0,deepli sweet round balanc blueberri hazelnut pipe tobacco orang zest graham cracker aroma crisp richli tart acid satini smooth mouthfeel rich tone finish lead ripe blueberri note short citru tone hazelnut resurfac long excit array sweet fruit nut note liven orang zest ground suggest rich pipe tobacco,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
ethiopia-washed-shatawene-gr-1,9.0,8.0,8.0,9.0,0,delic sweetli tart lemon zest nougat cedar mango narcissu like flower aroma crisp gentl acid lean silki mouthfeel richli dri finish consolid around aromat wood tone intim sweet tart mango invitingli access crispli sweet sidamo,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ethiopia-yirgacheffe-worka-coop-gedeb,9.0,8.0,9.0,9.0,0,delic deepli sweet baker chocol magnolia peach black peppercorn sandalwood aroma gentl round acid velveti mouthfeel richli dri finish consolid baker chocol peach engag coffe particularli appeal valu delic cocoa tone coffe gentl acid engag spice note reassur environment socio econom credenti,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
pauls-blend,9.0,8.0,8.0,9.0,0,richli sweetli pungent concord grape roast cacao nib cedar hazelnut lemon blossom aroma brisk lightli juici acid delic satini mouthfeel crisp nut tone finish lead concord grape note short cedar long hazelnut throughout solid blend offer deep fruit note sweet nut aromat wood complic reassur environment socio econom credenti,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
kibugu-kenya,9.0,8.0,9.0,9.0,0,deepli rich sweetli savori dri mulberri pipe tobacco wisteria tamarind roast cacao nib aroma juici balanc acid full syrupi mouthfeel crisp sweet tone finish center around mulberri cacao nib short suggest tamarind resurfac long classic kenya deepli floral pleas richli reson balanc sweet savori,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
flight-seasonal-espresso,9.0,8.0,9.0,9.0,1,evalu espresso balanc sweetli tart dark chocol pomegran oolong tea rose like flower almond aroma small delic silki mouthfeel clean sweet finish savori reson part milk chocol tone emerg along hint roast almond appeal espresso blend deepli sweet invitingli savori fruit tart suggest pomegran,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1
don-pepe-costa-rica,9.0,8.0,8.0,9.0,0,tropic sweet wine tone port wine papaya oak molass hint hibiscu aroma small juici fermenti acid plush mouthfeel sweet wine tone short finish richli dri long know coffe enjoy big sweetli fermenti fruit forward coffe usual natur process honey process like purist whose ideal fresh cleanli bright classic like like,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
granja-la-esperanza-colombia,9.0,9.0,9.0,9.0,0,intric compos deepli sweet savori pink grapefruit zest chocol fudg dri papaya roast pumpkin fresh bay leaf aroma crispli sweet tart acid full syrupi mouthfeel finish lead rich chocol fudg note short follow roast pumpkin bay leaf long resonantli aromat pacamara sweetli savori throughlin invit rich chocol complic,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
cielo-el-salvador,9.0,8.0,8.0,9.0,0,subtl complexli layer candi ginger pomegran rhododendron cashew butter bergamot aroma zesti balanc acid delic satini mouthfeel quietli reson finish consolid around cashew rhododendron suggest quietli origin layer sweet flower tart fruit spici ginger suggest,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
sulawesi-tana-toraja-3,9.0,8.0,9.0,9.0,0,deepli rich sweetli spici butterscotch pipe tobacco rhododendron junip berri roast cacao nib aroma live juici acid plush velveti mouthfeel engag finish laden note sweet pipe tobacco butterscotch elegantli exot bold appeal enjoy rich flavor satur deepli nuanc coffe,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
life-saver-guatemala-organic-finca-santa-rita-2,9.0,8.0,8.0,9.0,0,sweetli richli entic baker chocol graham cracker dri cranberri orang blossom fresh cut cedar aroma crisp balanc acid satini mouthfeel richli dri finish consolid baker chocol short finish aromat wood note resurfac long solid guatemala deepli sweet chocol throughlin,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
panama-elida-natural-lot-26,9.0,8.0,8.0,9.0,0,fruit tone deepli pungent blueberri rum cordial fresh cut fir baker chocol gardenia like flower aroma fruit forward acid lightli syrupi mouthfeel quiet finish character cocoa tone blueberri short hint aromat wood long sweetli discreetli fermenti appeal enjoy lushli fruit tone coffe cocoa aromat wood complic,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
mokka,10.0,8.0,9.0,10.0,0,seduct pungent richli sweet tropic cognac almond butter frankincens lyche sandalwood aroma bright juici acid full satini mouthfeel crisp finish richli nut tone short tropic fruit note lyche return long along pleas new coconut fruit flesh note rare coffe extraordinari low bear varieti worth premium pay origin intens intric aroma flavor,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
100-kona-high-mountain-io-fancy-2,9.0,8.0,9.0,9.0,0,rich deepli floral dri mango narcissu dark chocol marjoram sandalwood aroma round balanc acid syrupi mouthfeel gentli dri finish carri dark chocol sweet marjoram note kona classic balanc yet distinct sweet herb floral tone background dark chocol,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
kenya-gathugu,9.0,8.0,9.0,10.0,0,intens sweet savori exot passionfruit frankincens grapefruit zest rose roast cacao nib aroma bright lyric acid plush syrupi mouthfeel rich long cocoa tone finish flavor satur note persist passionfruit grapefruit zest particular compel classic kenya coffe perfectli suspend sweet savori sweetli tart yet deepli rich,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
pacamara-finca-los-planes-el-salvador,9.0,9.0,8.0,9.0,0,delic intric express almond butter plumeria roast cacao nib myrrh loquat aroma live sweet tart acid silki mouthfeel sweet tone reson finish center around plumeria cocoa suggest myrrh short finish loquat long quietli excit pacamara delic rich exot floral plumeria fruit loquat note throughout,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
kenya-windrush-ab,9.0,8.0,8.0,9.0,0,delic crisp sweet savori black currant mapl syrup candi orang zest jasmin sage aroma balanc lightli juici acid leanish satini mouthfeel reson finish lean toward savori suggest short sage fruit note black currant candi orang zest reviv long delic vivid kenya particularli appeal enjoy crisp sweet savori juxtaposit food beverag,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
panama-dos-ruedas,8.0,9.0,9.0,9.0,1,evalu espresso smooth fragrant live review coffe line nice respect buoyant richli silki mouthfeel particularli impress light airi tongu like meringu cooki review addit cite caramel note sweet flower subtl explicit sweet attract rang candi tone posit vanilla marshmallow part milk dulc de lech fine balanc melod espresso satini small sweetli seduct milk,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
costa-rica-signature-reserve-don-pepe,9.0,9.0,8.0,9.0,1,evalu espresso review prais espresso clean citrusi orangi sweet orang hard candi orang brown sugar tart juici blood orang note round complic citru brown sugar caramel concord grape enthusiast explicit coffe brought part milk tast like cherri pie nice balanc version new american style espresso bright bright natur sweet citrusi roundli ripe,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
